D Mart (Galleria Mall),"Galleria Mall, Akota, Vadodara - 390020, Near Ajitnagar Society, Opposite Geb School",+(91)-0265-3079100
Manish Trading Co,"53, Sarder Patel Market Yard, Hathikhana Main Road, Fatepura, Vadodara - 390006",+(91)-265-2422046
Navdurga Provision,"Udalpur Road, Savli, Vadodara - 391770",+(91)-9773443581
Kalpataru Super Market,"Ellora Park, Vadodara - 390023",+(91)-0265-2397915
Modi Medical & General Stor..,"Fatepura, Vadodara - 390006, Nr. Chabutara",+(91)-265-2420168
Megamart,"B20,Nipa Tenament Part 4, Karodiya Road, Gorwa, Vadodara - 390016, Opposite Panchmahal Bank",+(91)-9726470589
Shri Sai Dairy,"Dream Home, Aradhana Society, Bill Road, Atladara, Vadodara - 390012",+(91)-8160295004
Ambica Grain & Provision St..,"Soni Faliya, Jayram Nagar, Makarpura, Vadodara - 390014",+(91)-9033399205
Purvi Traders,"I- 3, Hathikhana Market Yard, Hathikhana Main Road,, Fatepura, Vadodara - 390006, Opposite Tribhuvandas Chillaram",+(91)-265-2459232
Purohit Super Store,"Shop No 8/9 Shiv Krupa Residency, Harni, Harni, Vadodara - 390022, Near Krishna Leela",+(91)-9726424220
Shree Jalaram Provision ,"Bus Station Road, Kadak Bazar, Vadodara - 390001, Near Natraj Talkies",+(91)-265-2780465
Gayatri Stores,"6, Akota, Vadodara - 390020, Near Shree Ram Chambers, Main Bazar",+(91)-265-2358371
Gayatri Stores,"Shop no 6 Shriram Chamber, Radharam Society, Munjmohda, Vadodara - 390020, Near, Shivaji Chowk",+(91)-7698734717
Rajubhai Dhoopwala (Jinendr..,"Fakhri Mohalla, Rajguru Mahadev Marg, Navapura, Vadodara - 390001",+(91)-265-2417957
Janki FMCG,"2b, Punit Nagar, Sama New, Sama, Vadodara - 390008",+(91)-9998107589
Siddhanath Plaza,"Gotri Sevasi, 30 Mtr, Canal Road, Gotri Sevasi, Vadodara - 391101",+(91)-9925840025
Ashok Shopping Centre,"Shop No 23, Madhusagar Complex, Road, Vadsar, Vadodara - 390010, Opposite Vallabh Residency",+(91)-9521072939
Dev Narayan Super Storeeee,"GF 9Shreenath Villa Near Rudraks Bliss Wagodiya Road Vadodara Gujaratt Naka, Kendranagar, Indrapuri Road, Waghodia Road, Vadodara - 390025",+(91)-9998762258
Amar Grocery Store,"Dhaniyavi, Road, Tarsali, Vadodara - 390009, Near Tarsali Chokdi",+(91)-9725112685
Ganesh Store,"Tower Road, Shashtri Pol, Padra, Vadodara - 391440",+(91)-9879020580
Jayesh Provision Store,"Shyabagh Char Rasta Main Road, Khanderao Market, Vadodara - 390001, Shiyabaug Main Road",+(91)-265-2434028
Spyran Masala Retail Shop,"34, Govind Avenue, Dabhoi Vega Road, Dabhoi, Vadodara - 391110, Sarita Nagar Society",+(91)-2663-258600
Gajanan Stores,"Ground Flour ,Near Kruti Appartment, Fatehgunj Main Road, Fatehgunj, Vadodara - 390008, Opp. Sadar Bazar",+(91)-0265-2791968
Cook Yolo,"6, 7, 8, Regency Plaza Monali Society, Oppmonalisa, Manjalpur, Vadodara - 390011",+(91)-9909935555
Agrawal General Store,"C/9, Amrut Nagar, Makarpura Industrial Estate, Vadodara - 390010, Near New Era School",+(91)-265-2637364
Ratlam K Namkeen,"Bansidhar Hide, Vip Road, Vadodara - 390022",+(91)-9662605469
Gayatri Grain Shop,"Diwalipura Main Road, Diwalipura, Vadodara - 390007, Near Bhathaji Temple, Vidhyut Nagar Colony",+(91)-9727594498
Agarwal Super Store,"14, Shlok Residency, Pariwar Cross Roads, Vaghodia Road Vadodara, Vadodara - 390019, Next to Savita Hospital,",+(91)-9998161333
Mahavir Provision Store,"Shop G 17/18, Sharnam Happy Homes, New Karelibaug, Sayaji Township Road, Sayajipura, Vadodara - 390019, Near Vmss Water Tank",+(91)-9898766733
Aaijee Super Market,"B/Gf/3031, Ananta Samruddhi, Ajwa Road, Vadodara - 390019, Near Goshala",+(91)-9724699946
Hariom Traders,"1, MBC Residence Complex, Navayard Main Road, Vadodara - 390002, Opposite St Joseph School",+(91)-265-6958777
Jagdish Kirana Store,"A/21, Hare Krishna Apartment, Arunachal Road, Vadodara HO, Vadodara - 390001, Subhanpura",+(91)-9979369900
Shop Grocery Outlets,"201 S/F Vraj Appartment, Manajalpur, Vadodara - 390001",+(91)-9879145348
Jay Ambe Provision Store,"30- Shreeji Samruddhi, Near Canal Road, Sewasi, Vadodara - 391101, Near Zydex Company",+(91)-9924949346
Shreenathji Sales,"Waghodia, Vadodara - 390019",+(91)-9825039191
Krishna Super Store,"Vemali, Vadodara - 391740",+(91)-9879766783
Kirtiraj Papad,"Shop No. 24 Dhanlaxmi Complex, Manjalpur, Vadodara - 390011, Near Sarshwati Complex",+(91)-9925155979
Lalbaug Grain Shop,"Main Road, Manjalpur, Vadodara - 390011, Near Mahatma Gandhi Vidhyalaya",+(91)-265-2642991
Gangadhar Store,"Ravikunj Complex, Alkapuri, Vadodara - 390007",+(91)-9376225711
Super Corner,"Shop No 1, Sayaji Ganj, Vadodara - 390020, Near Station, Kadak Bazar",+(91)-265-2362029
Apna Provision Store,"268/1, Kadamnagar, Nizampura, Vadodara - 390002, Near Mehsana Nagar Road",+(91)-265-2776673
Manorath-The Namkeen Hub,"23timber Market, Harni Road, Vadodara - 390006, Opposite Motnath Lake",+(91)-9898180822
Gurukrupa General Stores,"Nr Sursang Complex, Bajwa, Vadodara - 391310, Karodiya Road",+(91)-9898374569
B Mart,"Gf8,Tulsi Aangan, Ajwawaghodia Ring Road, Waghodia, Vadodara - 390019, Opposite Ose L&t Knowledge City, Behind Dabhoi Dadhalad Bhavan",+(91)-9978097679
Parmeshvar Treding,"A 85 Hathi Kala Market, Nr. Pani Tanki, Fatepura, Vadodara - 390006",+(91)-265-2413930
Shree Hari Rodium,"A1/305/1,Sadhana Talkies Ln, Gadiyali Pol Jani Seri Near Hanumanji Tempal, Mandvi, Vadodara - 390001, Near Amba Mata Temple",+(91)-9510207375
Shiv Shakti Super Store,"Nr Harmani Complex, Vadodara HO, Vadodara - 390001, Opp M K School",+(91)-9714854761
Khubchand & Maganlal Store,"Navayard Road, Sardar Nagar, Nizampura, Vadodara - 390002",+(91)-265-2793845
Shivani Traders,"G/8, Samrudhi Complex, Gotri Road, Vadodara - 390021, Opposite Crystal Plaza, Near Reliance Petrol Pump",+(91)-265-2730917
A To Z Super Market,"SHOP NO 3 BLOCK 43/265, Ellora Park Road, Ellora Park, Vadodara - 390023, Near Saibaba Temple",+(91)-265-2398912
Sree Kuldevi Brahmani Flowe..,"Bechraji Temple, Chatrabhuj Shopping Center, Karelibagh, Bahucharaji Road, Vadodara - 390018, Opposite Santoshi Mata's Temple, Near By",+(91)-9879999716
JAY Julelal General Store,"Nr Over Bridge, Vadodara HO, Vadodara - 390001, Main Road",+(91)-265-2638339
Dakornath Trading Company,"Modi Tamboli, Vad Lakkad Pitha Road, Bagikhana, Vadodara - 390001",+(91)-265-2428517
Shreejikrupa Provision Stor..,"3, Gayatri Nagar, Gotri Road, Gotri, Vadodara - 390021",+(91)-265-3208510
Shree Maruti Super Store,"1, Eshanti Height, Sayaji Township Road, Vadodara - 390019, Near Khodiyar Nagar",+(91)-9558584931
Axay Tea Center,"Ambawadi Society, Padra, Vadodara - 391440",+(91)-9898990951
Jayshree Jagdish Provision ..,"154, Sainagar, Main Road, Gotri Road, Vadodara - 390021, Near ESI Hospital Road",+(91)-9574064421
Shantilal Maganlal Gandhi,"Raopura Road, Raopura, Vadodara - 390001, Opposite Kothi Pole, Near Jain Derasar",+(91)-265-2424177
Ashok Verity Store,"Shodagar Building, Fatehpura, Fatepura, Vadodara - 390006, Fatehpura",+(91)-0265-2458059
Bridge Corner Stores,"Ramchandra Bullding, Jetalpur, Sayajigunj Road, Vadodara - 390020, Near Murad Sahid Dargah",+(91)-9558983396
Gulmahor Provision Store,"Fatehgunj Fatehganj Vadodara -390002, Fateganj, Vadodara - 390002",+(91)-265-3017310
Mahalaxmi Super Stores,"Shop No 10 Sumant Park, BPC Road, Productivity Road, Vadodara - 390003, Near Cow Circle",+(91)-265-2350091
Divine Galaxy,"Chain Road, Sama, Vadodara - 390008, Near Dps, Opposite Lotus Court,Opposite C.M. Patel Farm",+(91)-9714224790
Aesha Medical & Provision S..,"C/5, Lakshmikunj Society, Part 2, Sama Road, Vadodara - 390002, Opposite T P 11 Garden, Chanakypuri",+(91)-9913474799
Jay Durga Provision Store,"28, Shraddha Nagar, Usha Nagar, Saiyed Vasna, Gujarat, Vadodara - 390007",+(91)-9638798338
Rajratna Swadeshi Store & G..,"Kalpvruksh Appartment, Gotri Road, Vadodara - 390021",+(91)-9924541058
ShopEco,"T 8, Shikhar Enclave, Vasna Jakat Naka, Vasna, Vasna Road, Race Course Road, Vadodara - 390007, Opposite H L Party Plot",+(91)-8333033022
JAY Ambe Provision Stores,"Opp Municipality School, Vadodara HO, Vadodara - 390001, Main Road",+(91)-265-2433725
Jalaram Provision Store,"2 Ajay Nagar, Gorwa Refinary Rd B/H Jalaram Temple, Gorwa, Vadodara - 390016, Petrofiles Busstop",+(91)-0265-2265005
Mahalaxmi Super Stores,"Ghanshyam Nagar, Vadodara HO, Vadodara - 390001, B/H S T Depo",+(91)-9275357032
Gulmahor Provision Store,"Ground Flour, Gulmahor Apartment, Fatehgunj Main Road, Fateganj, Vadodara - 390002, Sadar Bazar",+(91)-265-3017220
Yamuna Provision Stores,"Nr Shree Vallabh Complex, Vadodara HO, Vadodara - 390001, Opp Shakuntal Complex",+(91)-265-2524646
Bhatt Brothers,"Nr Limda Poul, Raopura, Vadodara - 390001, Main Road",+(91)-265-2428433
Baba Ramdev Provision Store..,"Shanti Nagar, Gorwa Road, Gorwa, Vadodara - 390016, Main Highway",+(91)-9974297582
Shree Vishnu Enterprise,"D-1,Hathikhana Market Yard, Fatepura, Vadodara - 390006",+(91)-265-2426352
Haji Akbar Ali & Sons,"Bhaiswada, Chhipwad, Vadodara - 390006",+(91)-9376582874
Baroda Departmental Store,"Nr Kadak Bazar, Kadak Bazar, Vadodara - 390001, Sangar Faliyo",+(91)-265-2363444
Brahmani Provision Store,"No 4, Shubham Avenue, Gotri, Vadodara - 390021, Near Main Road, Behind Yash Complex",+(91)-9998326645
Radhika Provision Store,"2/15, Shiv Shakti Nagar, Akota Main Road, Akota, Vadodara - 390020, Opposite Akota Police Line",+(91)-265-2345091
khandelwala store,"station road, Sayaji Ganj, Vadodara - 390020, kadak bazar",+(91)-9722739187
Gokul Traders,"Station Road, Sayaji Ganj, Vadodara - 390020, Kadak Bazar",+(91)-7878973222
Swarupchand Kanaiyalal Agra..,"Kadakbajar, 3, Pawan Park, Station Road, Society, Sayaji Ganj, Vadodara - 390020",+(91)-8460602126
Gaytri Stores,"4-5, Sanigita Apartment, Akota Road, Akota, Vadodara - 390020, Nr. Akota Stadium",+(91)-9879526845
New Super Provision Store,"Ram Pura Vuda House, Opp Sbi Bank, Akota, Vadodara - 390020, Near AKota",+(91)-9998101674
Shree Sairam Florist,"44, Ellora Park, Atmajyoti Ashram Road, Odhavpura, Harinagar, Vadodara - 390021",+(91)-9898129779
Shiv Shakti General Store,"9, Yogi Center, Odhavpura Road, Ellora Park, Vadodara - 390023, Opp Aishwarya Appartment",+(91)-265-2390059
Shreeji Provision Stores,"Shop No 2, Jalaram House, Ellora Park, Vadodara - 390023, Near Atma Jyoti",+(91)-0265-2389957
Vinayak General Store,"Shop No 4, Krishna Dham COMPLEX, Gotri Main Road, Gotri Road, Vadodara - 390021, Near Iscon Temple Road",+(91)-0265-2340051
Rathi Namkeen Sweets & Bake..,"Gf 40 Amrapali Complex, Muktanand Cir, Karelibagh, Vadodara - 390003, Near ,Behind Icici Bank",+(91)-9909474586
Shiv Darshan Super Store,"Shop No 46/47 Shiv Darshan Society, Main Road, Vasna Road, Vadodara - 390007, Behind D Mart",+(91)-265-2250153
Namaskar Super Store,"G5, Chandralok Complex, Karelibaug, Vadodara - 390018, Opp. Chandralok Hospital",+(91)-0265-2465758
JAY Ambe Provision Stores,"Nr Siddhivinayak Complex, Raopura, Vadodara - 390001, Opp Vallabh Nagar",+(91)-9879016820
Kds Store,"Nr Sharad Complex, Vadodara HO, Vadodara - 390001, Main Road",+(91)-265-2713692
Shivam Provision Store,"B/H  Ram Vatika, Vadodara HO, Vadodara - 390001, Chanakya Puri",+(91)-9898963719
Gurunanak General Stores,"Nr Dadashyam Appartment, Vadodara HO, Vadodara - 390001, B/H R T O",+(91)-9824628267
Dipali Traders,"Nr Rudraksh Complex, Vadodara HO, Vadodara - 390001, Opp Gaurav Park",+(91)-9426978152
Farhan Stores,"Nr Main Road, Vadodara HO, Vadodara - 390001, Main Bazar",+(91)-9277752140
Sabari Coconut,"Shop No 1, Ambica Complex, Gorwa, Gorwa, Vadodara - 390016, Opposite Bapu S Dargah",+(91)-9601532676
Shree Siddhivinayak Trading,"S 2 3 Hariganesh Apartment, Dandia Bazar, Dandia Bazar, Vadodara - 390001, Opp Shree Nilkanth Mahadev Mandir",+(91)-9909017885
Apna Provision Store,"56, Mruturja Park, Tandalja, Vadodara - 390012",
Ratilal Chandulal Rameshah,"Khanderao Market, Vadodara - 390001, Behind Khanderao Market",+(91)-265-2433629
JAY Caterers,"Raj Mahal Road Rajmahal Road Vadodara -390001, Main Road, Rajmahal Road, Vadodara - 390001",+(91)-265-3919389
Mangal Provision Stores,"Kumbharwad, Nava Bazar, Vadodara - 390001, Opp Gayatri Park Society",+(91)-265-6994811
Jivika Provision Store,"24,Dreamland Complex, Pramukh Prasad Chowkdi, Manjalpur, Vadodara - 390011",+(91)-9737737703
Jalaram Provision Store,"Raopura South, B/H Gpo, Raopura, Vadodara - 390001",+(91)-0265-2421087
Heena Grain & Provision,"b 32, New Samah Road, Sama Road, Vadodara - 390002, Behind Military Boys Hotel",+(91)-9898292736
Jay Ambe Super Store,"Gotri Road, Vadodara - 390021, Main Bazar, Behind Motor School",+(91)-0265-2354424
Rajesh Provision Store,"Shop No.3,  Ashutosh Appartment, Raopura Road, Raopura, VADODARA - 390001",+(91)-0265-2395199
Saikrupa Grocery Store,"E- Block,Shop No-9 Avas Yojna House, New Sama Road, Sama, Vadodara - 391740, Mangal Pandey Road",+(91)-7698752012
Shree Jagdamba Kariyana Sto..,"Fatepura Char Rasta, Near Ranavas, Fatepura, Vadodara - 390006, Fatehpura",+(91)-8905637831
Manjalpur Super Store,"B-21 to B 29 Jagannathpuram, Manjalpur Main Road, Manjalpur, Vadodara - 390011, Opposite Lalbaug",+(91)-9228299577
Sainath Provision Stores,"Manjalpura Road, Manjalpur, Vadodara - 390011, Near Kabir Temple",+(91)-9998624600
N.K. Superstore,"32- Crystal Yagnapurush, Near Darshnam Bungalow, Gotri Sevasi, Vadodara - 391101",+(91)-7043287663
Vinod Grain Shop,"Chapaner Gate, Vadodara - 390006, Opposite Hanuman Temple",+(91)-9427465171
Bansi Supermarket,"Shreeji Darshan Complex, Manjalpur, Vadodara - 390011, Opposite Sports Complex",+(91)-7567763404
Variety  Store,"11, Subhash Shoping Centre, Harni Road, Sangam Cross Road, Sangam Society, Vadodara - 390022",+(91)-265-2466269
Ankit Super Market,"2-5 Vardhman Enclave, Opp Balaji Skyrise, Atladara, Vadodara - 390012, Near BAPS Shri Swaminarayan Mandir",+(91)-9725701696
Novelty Bag Menyufekchar,"Patel Park, Madar Mohalla, Society, Warasiya, Unnamed Road, Yakutpura, Vadodara - 390006, MES Boys High School-Yakutpura",+(91)-8866576664
Shree Ram Store,"Near Over Bridge, Dabhoi Road Corner, Pratapnagar, Vadodara - 390004",+(91)-9998299231
Vasudev Super Store,"Shop No. 2&3, Sai Villa Complex, Towards, Lalbaug, Vadodara - 390004, Near Pratapnagar Bridge",+(91)-9725407740
Manohar Provision Shop,"C 8/8/45, Baranpura Chokhandi, Moghul Wada, Yamuna Mill Road, Mandvi, Vadodara - 390017",+(91)-9904076248
Viki Pan House,"Road, Harni, Vadodara - 390022",+(91)-9898680074
HO Vegetables Drumsticks,"Bhayli, Bhaili, Vadodara - 391410",+(91)-9727797112
Shivkrupa Sweet & Farsan,"Shop No8, Kanha Gold Flat, Waghodiadabhoi Ring Road, Soma Talav, Vadodara - 390025, Near Bps School,Near Ganeshnagar",+(91)-8401167088
Asha Super Store,"D-6,Saraswati Society, Sardar Estate, Vadodara - 390019, Opp. Super Bakery",+(91)-9898155281
Maitry Traders,"Shop No 17 Prarambh Complex, Main Road, Waghodia Road, Vadodara - 390025, Opposite Mahesh Complex",+(91)-9723615796
Dipak Grain Shop,"Karadiya, Vadodara - 391310",+(91)-9904053520
Gupta Provision Store,"Refinary Road, Opp.petrol Pump, Bajwa, Vadodara - 391310, Bajwa",+(91)-0265-2233124
Laxmi Super Store,"Shop No - 3/4 Ratnam Square Near Baniyan City, New Vip Road, Sayajipura, Vadodara - 390019, Near Baniyan City",+(91)-9967777616
Grocers Super Store,"GF 17-24 ANANTA ASHTHA, WAGHODIA ROAD, Waghodia, Vadodara - 390019, NEAR GAYATRI MANDIR",+(91)-265-6548199
Sukhadiya Provision stores,"Gandhi Chowk, Padra, Vadodara - 391440",+(91)-9909818404
Om Enterprise,"Shop no 3,Pratapbag Shopping centre, Main road, Munjmohda, Vadodara - 390020, Near Shivaji Circle",+(91)-9898754603
Gayatri Provision Stores,"Pratap Bag Shopping Centre, Munjmahuda Main Road, Munjmohda, Vadodara - 390020",+(91)-9426308285
Tivari Provision Store,"Virpura Nagar, Vadodara HO, Vadodara - 390001, Main Road",+(91)-9998568737
JAY Ambe Super Store,"Chhani Road, Vadodara - 390024, Near Main Bazar, Near Kalpu Complex, Opposite SBI, gIPCL Circle",+(91)-9998892260
Ashapuri Provision Stores,"Shop No 6, Samruddhi Complex, Gotri Road, Vadodara - 390021, Opposite Yash Complex",+(91)-9898170869
Mohanlal Keshavlal Gotriwal..,"A-9, Hathikhana Market Yard, Hathikhana, Vadodara - 390001",+(91)-265-2422513
Shree Jaladip Provision Sto..,"8, Devashish Complex 2, Parivar Char Rasta, Waghodia Road, Vadodara - 390025",+(91)-265-2520295
Shri Balaji Super Market,"GF-18 Amardeep Homes Nr Kamal Nagar, Lake Sayajipura, Sayajipura, Vadodara - 390019, Near Sayajipura Lake",+(91)-9766851163
Prakash Masala Store,"Shop no 5, Ajwa Road, Pani Gate, Vadodara - 390019, Near petrol pump",+(91)-265-6538517
Lucky Provision Store,"Nr Bus Station, Padra, Vadodara - 391440, Main Bazar",+(91)-9998064102
Jay Chamunda Flour Mill,"Vadiwadi Road, B/h Vadodara Central, Alkapuri, Vadodara - 390007, Near Vadodara Central",+(91)-9033523264
Jaihind Stores,"Shop No-8, Nagar Palika Guest House, Sayaji Ganj, Vadodara - 390020, Opp.  Railway Station",+(91)-265-2794009
Mahadev Provision Store,"Kadak Bazar, Sayaji Ganj, Vadodara - 390020",+(91)-0265-2335185
Varun Vastu Bhandar,"57, Shastri Bridge, Nizampura, Vadodara - 390002, Near Pandey Hotel",+(91)-265-2784360
Naresh General Store,"5/a Nilkamal Society, Nizampura, Vadodara - 390002, Opposite Ghelani Petrol Pump",+(91)-9825353176
Keshav Super Stores,"Chanakyapuri Char Rasta,Sama, Eme School, Vadodara - 390008, Near JAY Bhole Dhudalay",+(91)-265-2389972
Radheshyam Traders,"Chetna Soceity, Hariom Nagar Road, Alkapuri, Vadodara - 390007",+(91)-265-2393239
Shreeji Traders,"4, Shiv Shakti Shopping Centre,, Makrand Desai Road, Alkapuri, Vadodara - 390007, Opp Tribhuvan Park",+(91)-265-2332401
Roopji Stores,"Old Padra Road, Race Course Road, Vadodara - 390007, Race Course",+(91)-265-2353645
Shree Ram Super Stores,"G11/12, Shivani Flats, Gotri Road, Vadodara - 390021, Behind Mother School, Opposite Yogeshwar Society",+(91)-0265-2314927
Bhatuji Provision Stores,"1,Santhosh Nagar Society, Subhanpura, Vadodara - 390007, Near High Tension Road",+(91)-0265-2395766
Jain Sweet & Namkeen,"Gf12, Laxminarayan Complex, Saiyed Vasna Road, Gotri, Vadodara - 390021",+(91)-9374021981
Riddhi Sales Agency,"G-5, Shiv Chamber,, Raopura,, Jubilee Baug, Vadodara - 390001",+(91)-265-2425673
Sharnam Super Store,"A-76, Aadhar Society, Wagudia Road, Baroda, Vadodara - 390018, Near Pitambhar Complex, Near Nalanda Water Tank",
Shree Krishna Provision Sto..,"18, Vaikunth 2 Megha Township, New VIP Road, Karelibaug, VADODARA - 390018, Opp Vrajdham",+(91)-0265-6955396
Shree Mahalaxmi Masala Bhan..,"C 24/1 Hathikhana Market, Hathikhana Market, Hathikhana, Vadodara - 390001, Near Wajen Kata",+(91)-0265-2489331
Mahalakshmi Provision Store,"C-17 Bhagyoday Shopping Centre, Refinary Road, Gorwa, Vadodara - 390016",+(91)-0265-2380691
Ambe Medical & Provision St..,"Sb 4/1, Chanakya Complex, Water Tank Road Main Road, Karelibaug, Vadodara - 390018, Near Aavkar Hall",+(91)-265-2460742
Manilal Panachand & Sons,"A 31, Market Yard, Fatepura, Vadodara - 390006, Hathikhana",+(91)-265-2423175
Krishna Enterprise,"A-44, Sardar Patel Market, Hathikhana Main Road, Fatepura, Vadodara - 390006",+(91)-265-2422980
Narayan Chokdi,"Atladara, Vadodara - 390012",+(91)-9909534240
Mahavir Provision & Genstor..,"1920, Mebal Plazanrramesh Patel Estate, Manjalpur, Vadodara - 390011",+(91)-9879184722
SAT Kaiwal Traders,"B - 25, Dhanlaxmi Complex, Manjalpur, Vadodara - 390011, Behind Saraswati Complex",+(91)-265-2660356
Saraswati Grain Store,"Sb 1/2, Pratham Complex, Gotri Vasna Road, Gotri Road, Vadodara - 390021",+(91)-265-2324023
Umiya Provision Store,"75 Vrundavan Society, Nr. Ramlaxman Society, Atladara, Vadodara - 390012, Atladara",+(91)-0265-2681590
Rudraksha Super Market,"Dev Pushp Complex, Tulsidham Cross Road, Manjalpur, Vadodara - 390011",+(91)-265-2631616
Gopal General Store,"10, Priyadarshini Shopping, Opp Novino Batteries Main Road, Makarpura, Vadodara - 390014, Makarpura Road",+(91)-265-2640431
Gandhi Grain Shop,"5,Nityanand Complex, Tarsali Road, Vadodara - 390009, Near Anand Baug",+(91)-265-2652171
Ganesh Super Market,"Bhakti Nagar, Novino Tarsali Road, Makarpura Industrial Estate, Vadodara - 390010",+(91)-9537943758
Vishnu Grain Shop,"Thakkar Shopping Centre, Gandhi Road, Bajwa, Vadodara - 391310, Opposite Vegetable Market",+(91)-0265-2230631
Kotyark Provision Store,"Shop No 2, Shakuntal Complex, Kaladarshan Cross Road, Waghodia Road, Vadodara - 390025",+(91)-265-2515937
Shree Ganesh Farsan,"6, , Somnath Nagar Shopping Center, Shree Kunj Society, Somnath Nagar, Tarsali, Vadodara - 390009",+(91)-9714147016
Kalyan Traders,"Makarpura, Vadodara - 390014, Gidc,Near Shrrji Complex,",+(91)-265-2636157
Kailash Provision Store,"Opp Sardar Patel Market, Tajpura Road, Padra, Vadodara - 391440",+(91)-9426588725
Kailash Traders,"Bank Road, Mandvi, Vadodara - 390001, Opposite Mehta Pole",+(91)-265-2412657
Jay Mataji Provision Stores,"Shop No. 1, Shree Ram Nagar, Gotri Sevasi, Vadodara - 391101, Near Mahadev Temple",+(91)-9537887946
Mohit Provision Store,"18, Maruti Nagar Society,, Latipur Road,, Padra, Vadodara - 391440, Near Padra Bus Stand",+(91)-2662-225799
JAY Mataji Super Store,"6, Ground Floor, Windsor Plaza, R C Dutt Road, Alkapuri, Vadodara - 390007, Opposite Alka Restaurant",+(91)-265-2323665
Chamunda Provision Store,"Sb-23, Race Course Tower Main Road, Race Course Road, Vadodara - 390007, Nr.Racecource Circle",+(91)-265-2323701
Satishchandra O Agrawal,"Shop No 7, Ellora Park Shopping Centre, Subhanpura, Vadodara - 390023, Near Saibaba Temple",+(91)-265-2396090
Agrawal Provision Store,"Nr Rajpath Hotel, Vadodara HO, Vadodara - 390001, Jetalpur Main Road",+(91)-9998942742
Variety General Stores,"Shree Pavitra Township, Vadodara HO, Vadodara - 390001, Maneja Road",+(91)-8000452131
JAY Bhagwati Enterprises,"Sokhda, Vadodara HO, Vadodara - 390001, Sunder Bazar",+(91)-9714870072
Suresh General Store,"Saraswati Nivas, Nyay Mandir, Vadodara - 390001, Mehta Pole",+(91)-9898682388
K.K. Sugars,"D/6,Hathikhana Market Yard, Fatepura, Vadodara - 390006",+(91)-265-2427195
Shree Ambica Grain & Provis..,"Shop No. 56, Lal Bahadur Shopping Centre, Pani Tanki Road, Karelibaug, Vadodara - 390018, Near Sangam Char Rasta",+(91)-9974011857
Jagdamba Provision Store,"B8, Siddhivinayak Complex, New Vip Road, Vadodara - 390019, Near Sadar Hotel,Opposite Ganesh Estate",+(91)-265-2532799
Mahalaxmi Kirana Stores,"1 , Navjivan Shopping Center , Ajwa Road , Vadodara., Ajwa Road, Vadodara - 390019",+(91)-9428424812
Shiv Shakti Store,"Shop No 5, Laxmi Narayan Society, Ajwa road, Ajwa Road, Vadodara - 390019, Near HP Petrol Pump",+(91)-265-2517680
T C Shah General Stores,"Municipality Road, Waghodia, Vadodara - 390019, Main Bazar",
Gurukrupa Provision Store,"Vadsar Road, Makarpura, Vadodara - 390014",
Vijay Laxmi Provision Store,"Tajpura Rd, Suvarnapuri, Padra, Vadodara - 391440, Near Shree Kailash Provision Store",+(91)-9427345367
